Text	Label	Saliency	Words	Correct
iran warns its missiles can hit anywhere .israel tehran ..senior iranian military official said sunday israel and the .....attack iran since it .strike .anywhere .israel with its .missiles news agencies .	0	All_Attention	30	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior iranian military official said sunday israel and the .states would .dare attack iran since it could strike back anywhere .israel with its latest missiles news agencies reported 	0	All_Attention	40	1
iran .its missiles .....tehran ...iranian .............................	0	Last_Attention	5	1
iran warns its missiles .....tehran ...iranian .............iran .........its latest .news ..	0	Last_Attention	10	1
iran warns its missiles .hit ..israel tehran reuters ..iranian ..said sunday .........iran since it .......its latest missiles news agencies reported 	0	Last_Attention	20	1
iran warns its missiles can hit .in israel tehran reuters a .iranian military .said sunday israel and the .....attack iran since it .strike ...israel .its latest missiles news agencies reported 	0	Last_Attention	30	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior iranian military official said sunday israel and the united states .not .attack iran since it could strike back .in israel with its latest missiles news agencies reported 	0	Last_Attention	40	1
iran ..missiles .....tehran ...iranian ....israel ........................	0	Vanilla_Gradient	5	1
iran ..missiles ....israel tehran reuters ..iranian ...sunday israel ........iran ...........missiles ...	0	Vanilla_Gradient	10	1
iran warns .missiles can ...israel tehran reuters .senior iranian military ..sunday israel and .united states ...attack iran .......israel ...missiles .agencies .	0	Vanilla_Gradient	20	1
iran warns .missiles can hit anywhere .israel tehran reuters a senior iranian military .said sunday israel and the united states ..dare attack iran ...strike .anywhere .israel ..latest missiles news agencies .	0	Vanilla_Gradient	30	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior iranian military official said sunday israel and the united states would .dare attack iran since ..strike back anywhere in israel with its latest missiles news agencies reported 	0	Vanilla_Gradient	40	1
............senior ...said .israel ........iran .......israel .......	0	InputXGrad	5	1
............senior ..official said .israel ....would ...iran since ...back ..israel with ......	0	InputXGrad	10	1
iran warns its ...anywhere .....senior .military official said .israel and ...would ...iran since ..strike back anywhere .israel with ....agencies reported 	0	InputXGrad	20	1
iran warns its ..hit anywhere .israel ..a senior .military official said .israel and the united .would .dare attack iran since .could strike back anywhere .israel with its latest ..agencies reported 	0	InputXGrad	30	1
iran warns its missiles can hit anywhere in israel tehran .a senior iranian military official said .israel and the united .would not dare attack iran since it could strike back anywhere in israel with its latest missiles news agencies reported 	0	InputXGrad	40	1
iran .......israel .........israel ....would ...........israel .......	0	Integrated_Gradient	5	1
iran ......in israel .....military .said .israel .the ..would ...iran .......israel .......	0	Integrated_Gradient	10	1
iran .its ....in israel ..a ..military .said .israel and the united .would not ..iran ..could .back .in israel with its .....	0	Integrated_Gradient	20	1
iran .its ..hit .in israel tehran .a .iranian military official said sunday israel and the united states would not .attack iran since it could strike back .in israel with its .....	0	Integrated_Gradient	30	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior iranian military official said sunday israel and the united states would not dare attack iran since it could strike back anywhere in israel with its .missiles ..reported 	0	Integrated_Gradient	40	1
iran warns ..............said .israel ........iran ...............	0	DeepLIFT	5	1
iran warns ..........senior iranian ..said .israel ........iran since ...back .........reported 	0	DeepLIFT	10	1
iran warns ....anywhere ..tehran ..senior iranian .official said .israel ....would ..attack iran since .could strike back anywhere .israel with .....reported 	0	DeepLIFT	20	1
iran warns its missiles ..anywhere in israel tehran ..senior iranian military official said .israel and the ..would ..attack iran since .could strike back anywhere in israel with its latest ...reported 	0	DeepLIFT	30	1
iran warns its missiles .hit anywhere in israel tehran reuters a senior iranian military official said .israel and the united .would not dare attack iran since it could strike back anywhere in israel with its latest missiles news agencies reported 	0	DeepLIFT	40	1
iran .....anywhere ..tehran ........israel ......dare .................	0	LIME	5	1
iran warns .missiles ..anywhere ..tehran .......sunday israel ......dare attack .....back ..........	0	LIME	10	1
iran warns its missiles can hit anywhere in israel tehran .a .....sunday israel .....not dare attack ....strike back .....latest ..agencies .	0	LIME	20	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior ..official said sunday israel and ..states would not dare attack .since .could strike back ...with .latest ..agencies .	0	LIME	30	1
iran warns its missiles can hit anywhere in israel tehran reuters a senior iranian military official said sunday israel and .united states would not dare attack iran since it could strike back anywhere in .with its latest missiles news agencies .	0	LIME	40	1
...........................iran ........with its ..news .reported 	0	Random	5	1
.warns its ..........iranian .official ...and .......iran ........with its ..news .reported 	0	Random	10	1
iran warns its .....israel ...senior iranian .official ..israel and ......attack iran .it could .back .in .with its ..news agencies reported 	0	Random	20	1
iran warns its .....israel tehran reuters a senior iranian .official ..israel and ...would not dare attack iran since it could strike back .in israel with its latest .news agencies reported 	0	Random	30	1
iran warns its missiles can .anywhere in israel tehran reuters a senior iranian military official .sunday israel and the united states would not dare attack iran since it could strike back anywhere in israel with its latest .news agencies reported 	0	Random	40	1
afghan army dispatched to calm violence kabul , afghanistan - government troops intervened in afghanistan ' s latest outbreak of deadly fighting between warlord ##s , flying from the capital to the far west on u . s . and nato airplanes to re ##take an air base contested in the violence , officials said sunday . . .	0	N/A	All	N/A
afghan army ..........afghanistan .......warlord ......................violence ...	0	All_Attention	5	1
afghan army .....afghanistan ....afghanistan .....fighting .warlord flying ...........nato airplanes ........violence ...	0	All_Attention	10	1
afghan army ...violence kabul afghanistan .troops intervened .afghanistan .....fighting between warlord flying from ..to ...on ..and nato airplanes .....contested ..violence ...	0	All_Attention	20	1
afghan army dispatched ..violence kabul afghanistan .troops intervened .afghanistan s ...deadly fighting between warlord flying from .capital to ..west on ..and nato airplanes to ..air .contested ..violence officials said sunday 	0	All_Attention	30	1
afghan army dispatched ..violence kabul afghanistan .troops intervened in afghanistan s latest outbreak of deadly fighting between warlord flying from the capital to the far west on u .and nato airplanes to ..air base contested in .violence officials said sunday 	0	All_Attention	40	1
afghan .....kabul afghanistan ....afghanistan ................on .................	0	Last_Attention	5	1
afghan .....kabul afghanistan ....afghanistan s .......flying ..capital ....on ..and .....air ........	0	Last_Attention	10	1
afghan .dispatched ...kabul afghanistan ..intervened .afghanistan s ....fighting between warlord flying from .capital to ...on ..and nato ....air base ...violence ...	0	Last_Attention	20	1
afghan army dispatched ...kabul afghanistan government .intervened in afghanistan s ...deadly fighting between warlord flying from .capital to .far .on ..and nato .to re .air base ...violence officials said sunday 	0	Last_Attention	30	1
